Using PSO t = 2 values
5, 4, 3, 2
5, 3, 3, 3
4, 3, 3, 3
3, 3, 3, 3
5, 5, 3, 3
4, 4, 4, 3
4, 4, 3, 3
3, 3, 3, 3
5, 4, 4, 3
5, 5, 4, 4


Using PSO t = 4 values
3, 4, 4, 4
3, 4, 4, 4
3, 4, 4, 4
2, 4, 4, 3
4, 5, 3, 3
3, 5, 4, 4
4, 4, 4, 4
4, 5, 4, 3
4, 5, 3, 3
3, 4, 4, 3
5, 5, 5, 4
4, 4, 4, 4
3, 4, 3, 3
5, 5, 5, 5
4, 4, 3, 3
